x,y,z,yaw,vzcam,xk,yk,zk,rollk,pitchk,yawk,vxk,vyk,vzk,vrollk,vpitchk,vyawk,pitch_con,roll_con,yaw_con,thrust_cam,xd,yd,zd,rolld,pitchd,yawd
-0.192,-0.154,0.3253,-0.00349065850399,0.0661016778198,[[-0.20203842]],[[-0.16088]],[[ 0.32807922]],[[-2.71608575]],[[-7.06489092]],[[-0.04543623]],[[ 0.00665551]],[[ 0.17083601]],[[ 0.10159581]],[[ 0.02677224]],[[-3.48378086]],[[-0.34598907]],[[ 4.89082023]],[[ 0.02738151]],[[-1.12865754]],[[ 65.70794347]],[[ 0.19452264]],[[ 0.16989067]],[[ 0.07192078]],-2.5310280323,-6.9320063591,-167.826263428
-0.192,-0.154,0.3253,-0.00349065850399,0.0661016778198,[[-0.20038599]],[[-0.15834917]],[[ 0.32849161]],[[-2.60091231]],[[-6.99543596]],[[-0.04539833]],[[ 0.01580013]],[[ 0.17557862]],[[ 0.09811548]],[[ 0.14041164]],[[-3.38063745]],[[-0.33219473]],[[ 4.79071897]],[[ 0.22526839]],[[-1.13446891]],[[ 65.71802144]],[[ 0.19299321]],[[ 0.16728008]],[[ 0.07150839]],-2.5310280323,-6.9320063591,-167.826263428
-0.1866,-0.1347,0.3232,-0.0300196631343,-0.0333333525077,[[-0.19806067]],[[-0.15311158]],[[ 0.32847518]],[[-2.556926]],[[-6.96877927]],[[-0.04727968]],[[ 0.02829757]],[[ 0.19565576]],[[ 0.09236309]],[[ 0.18252456]],[[-3.32084072]],[[-0.32651342]],[[ 4.48008336]],[[ 0.86446013]],[[-1.19120636]],[[ 65.74670808]],[[ 0.19060297]],[[ 0.16230123]],[[ 0.07152482]],-2.5310280323,-6.9320063591,-167.826263428
-0.1866,-0.1347,0.3232,-0.0300196631343,-0.0333333525077,[[-0.19600005]],[[-0.1485381]],[[ 0.32841298]],[[-2.02169681]],[[-6.56367656]],[[-0.04896367]],[[ 0.03854797]],[[ 0.2107457]],[[ 0.08667853]],[[ 0.71005014]],[[-2.88736]],[[-0.32027781]],[[ 4.21604763]],[[ 1.0511719]],[[-1.24256684]],[[ 65.77577]],[[ 0.18849508]],[[ 0.15795312]],[[ 0.07158702]],-1.69728696346,-6.29710102081,-167.897262573
-0.1866,-0.1347,0.3232,-0.0300196631343,-0.0333333525077,[[-0.19418094]],[[-0.14456506]],[[ 0.32831287]],[[-1.68839481]],[[-6.29512816]],[[-0.05046038]],[[ 0.04681471]],[[ 0.22150318]],[[ 0.08110313]],[[ 1.03265674]],[[-2.59321573]],[[-0.31354954]],[[ 3.99588498]],[[ 1.14561661]],[[-1.28880854]],[[ 65.80486831]],[[ 0.18664206]],[[ 0.15417534]],[[ 0.07168713]],-1.49000298977,-6.11423969269,-167.928970337
-0.1866,-0.1347,0.3232,-0.0300196631343,-0.0333333525077,[[-0.19258161]],[[-0.14113341]],[[ 0.3281818]],[[-1.56112591]],[[-6.19245556]],[[-0.05177969]],[[ 0.05333743]],[[ 0.22851858]],[[ 0.07567066]],[[ 1.14831032]],[[-2.46602826]],[[-0.30638701]],[[ 3.81613055]],[[ 1.22720972]],[[-1.33018529]],[[ 65.83371966]],[[ 0.18501892]],[[ 0.15091161]],[[ 0.0718182]],-1.49000298977,-6.11423969269,-167.928970337
-0.1586,-0.1133,0.3309,-0.0640535835482,0.140000436958,[[-0.1867288]],[[-0.13478517]],[[ 0.32925045]],[[-1.17133993]],[[-5.8774506]],[[-0.05555305]],[[ 0.08401086]],[[ 0.25194736]],[[ 0.07746944]],[[ 1.52244411]],[[-2.13010629]],[[-0.30918505]],[[ 2.92696322]],[[ 1.37636861]],[[-1.43688509]],[[ 65.80654742]],[[ 0.17895687]],[[ 0.14494526]],[[ 0.07074955]],-0.941260695457,-5.67087030411,-167.976516724
-0.1586,-0.1133,0.3309,-0.0640535835482,0.140000436958,[[-0.18154884]],[[-0.12924949]],[[ 0.33016428]],[[-0.66479451]],[[-5.4776775]],[[-0.05906156]],[[ 0.10903572]],[[ 0.26933968]],[[ 0.07827172]],[[ 2.0083505]],[[-1.71367257]],[[-0.31082822]],[[ 2.1696758]],[[ 1.50648879]],[[-1.53657481]],[[ 65.78690804]],[[ 0.17360305]],[[ 0.13974045]],[[ 0.06983572]],-0.365979015827,-5.22158527374,-168.020111084
-0.1586,-0.1133,0.3309,-0.0640535835482,0.140000436958,[[-0.17698223]],[[-0.12444791]],[[ 0.33093952]],[[-0.25054446]],[[-5.14878368]],[[-0.06231495]],[[ 0.12908086]],[[ 0.28149607]],[[ 0.07822862]],[[ 2.39817314]],[[-1.37145545]],[[-0.31140051]],[[ 1.54639692]],[[ 1.61930335]],[[-1.62949159]],[[ 65.77379976]],[[ 0.16888876]],[[ 0.13522787]],[[ 0.06906048]],-0.0108171300963,-4.93833208084,-168.033050537
-0.1586,-0.1133,0.3309,-0.0640535835482,0.140000436958,[[-0.17297329]],[[-0.12030772]],[[ 0.33159111]],[[ 0.0542287]],[[-4.91285972]],[[-0.065323]],[[ 0.1447544]],[[ 0.28913773]],[[ 0.07747499]],[[ 2.67587011]],[[-1.12456806]],[[-0.31098267]],[[ 1.04823501]],[[ 1.71644424]],[[-1.71587491]],[[ 65.76631132]],[[ 0.1647511]],[[ 0.13134223]],[[ 0.06840889]],0.225002661347,-4.76103258133,-168.050018311
-0.1586,-0.1133,0.3309,-0.0640535835482,0.140000436958,[[-0.1694701]],[[-0.1167617]],[[ 0.33213274]],[[ 0.38287829]],[[-4.62981992]],[[-0.06809548]],[[ 0.15660785]],[[ 0.29291259]],[[ 0.07613073]],[[ 2.97443402]],[[-0.83352575]],[[-0.30965224]],[[ 0.66138456]],[[ 1.79944186]],[[-1.79596562]],[[ 65.76361888]],[[ 0.16113254]],[[ 0.12802233]],[[ 0.06786726]],0.566484689713,-4.45083904266,-168.055679321
-0.1586,-0.1133,0.3309,-0.0640535835482,0.140000436958,[[-0.16642436]],[[-0.11374788]],[[ 0.33257692]],[[ 0.65606281]],[[-4.42162927]],[[-0.0706421]],[[ 0.16514002]],[[ 0.29340098]],[[ 0.07430211]],[[ 3.21519137]],[[-0.61938607]],[[-0.30748356]],[[ 0.37085006]],[[ 1.86972583]],[[-1.87000517]],[[ 65.76498177]],[[ 0.15798057]],[[ 0.12521097]],[[ 0.06742308]],0.804120182991,-4.28994083405,-168.066558838
-0.1333,-0.0901,0.3331,-0.105941485596,0.0379309771036,[[-0.15976766]],[[-0.10751964]],[[ 0.33328496]],[[ 0.96155329]],[[-4.15490619]],[[-0.07619934]],[[ 0.19400203]],[[ 0.31239646]],[[ 0.07410042]],[[ 3.48551761]],[[-0.3494768]],[[-0.31727349]],[[-0.48131292]],[[ 2.01574857]],[[-2.02431346]],[[ 65.75383744]],[[ 0.15111905]],[[ 0.11937006]],[[ 0.06671504]],1.12779450417,-3.98892140388,-168.073776245
-0.1333,-0.0901,0.3331,-0.105941485596,0.0379309771036,[[-0.15392689]],[[-0.10212217]],[[ 0.33387871]],[[ 1.07810665]],[[-4.05301554]],[[-0.08141884]],[[ 0.2164949]],[[ 0.32550619]],[[ 0.07325126]],[[ 3.56631545]],[[-0.24525278]],[[-0.32534537]],[[-1.1212852]],[[ 2.14243561]],[[-2.16980516]],[[ 65.747839]],[[ 0.1451115]],[[ 0.11430258]],[[ 0.06612129]],1.12779450417,-3.98892140388,-168.073776245
-0.1333,-0.0901,0.3331,-0.105941485596,0.0379309771036,[[-0.14882585]],[[-0.09747283]],[[ 0.33437088]],[[ 1.12249061]],[[-4.01408816]],[[-0.08631075]],[[ 0.23342527]],[[ 0.33354599]],[[ 0.07186541]],[[ 3.57494015]],[[-0.2043289]],[[-0.33180703]],[[-1.50326644]],[[ 2.25151699]],[[-2.30671746]],[[ 65.74622333]],[[ 0.13986934]],[[ 0.10993932]],[[ 0.06562912]],1.12779450417,-3.98892140388,-168.073776245
-0.1333,-0.0901,0.3331,-0.105941485596,0.0379309771036,[[-0.14439368]],[[-0.09349529]],[[ 0.33477313]],[[ 1.58822175]],[[-3.59401559]],[[-0.09088546]],[[ 0.24552251]],[[ 0.33724843]],[[ 0.07004092]],[[ 4.00018328]],[[ 0.21313505]],[[-0.33676287]],[[-1.6171985]],[[ 2.34463406]],[[-2.43529532]],[[ 65.74830542]],[[ 0.13531206]],[[ 0.10621464]],[[ 0.06522687]],1.84973144531,-3.33728981018,-168.07598877
-0.11,-0.0789,0.3373,-0.14835298642,0.0807691596669,[[-0.13685913]],[[-0.08833799]],[[ 0.33576401]],[[ 2.03375515]],[[-3.10234839]],[[-0.09842066]],[[ 0.2748114]],[[ 0.3475402]],[[ 0.07171586]],[[ 4.40124569]],[[ 0.69727598]],[[-0.35319861]],[[-1.81208609]],[[ 2.46603715]],[[-2.64294484]],[[ 65.72312465]],[[ 0.12751656]],[[ 0.10135851]],[[ 0.06423599]],2.28039455414,-2.80461859703,-168.084533691
-0.11,-0.0789,0.3373,-0.14835298642,0.0807691596669,[[-0.13027652]],[[-0.08391433]],[[ 0.33661139]],[[ 2.20376466]],[[-2.91457771]],[[-0.10552708]],[[ 0.2969222]],[[ 0.35300814]],[[ 0.07246676]],[[ 4.52585421]],[[ 0.87608142]],[[-0.36729519]],[[-1.98217474]],[[ 2.57075685]],[[-2.83948044]],[[ 65.70493689]],[[ 0.12071301]],[[ 0.09716973]],[[ 0.06338861]],2.28039455414,-2.80461859703,-168.084533691
-0.11,-0.0789,0.3373,-0.14835298642,0.0807691596669,[[-0.12455484]],[[-0.0801482]],[[ 0.33733033]],[[ 2.48032861]],[[-2.50336423]],[[-0.11221616]],[[ 0.31279371]],[[ 0.35436926]],[[ 0.07243369]],[[ 4.75461052]],[[ 1.27409886]],[[-0.37918999]],[[-2.13009064]],[[ 2.66020385]],[[-3.02516121]],[[ 65.69280923]],[[ 0.11479637]],[[ 0.09359185]],[[ 0.06266967]],2.62100577354,-2.25859737396,-168.096633911
-0.11,-0.0789,0.3373,-0.14835298642,0.0807691596669,[[-0.11960963]],[[-0.07696957]],[[ 0.33793464]],[[ 2.58578527]],[[-2.34634541]],[[-0.11849974]],[[ 0.32327265]],[[ 0.35226419]],[[ 0.07174164]],[[ 4.81188287]],[[ 1.41678668]],[[-0.38901649]],[[-2.25821814]],[[ 2.7357412]],[[-3.20025923]],[[ 65.68589461]],[[ 0.10967127]],[[ 0.09057035]],[[ 0.06206536]],2.62100577354,-2.25859737396,-168.096633911
-0.11,-0.0789,0.3373,-0.14835298642,0.0807691596669,[[-0.11536275]],[[-0.07431416]],[[ 0.33843704]],[[ 2.80031913]],[[-1.91744299]],[[-0.12438996]],[[ 0.32912054]],[[ 0.3472635]],[[ 0.07050174]],[[ 4.97646393]],[[ 1.82695067]],[[-0.39690417]],[[-2.36871777]],[[ 2.79867597]],[[-3.36505779]],[[ 65.6834283]],[[ 0.10525129]],[[ 0.08805296]],[[ 0.06156296]],2.90153074265,-1.66520643234,-168.106277466
-0.11,-0.0789,0.3373,-0.14835298642,0.0807691596669,[[-0.1117421]],[[-0.0721231]],[[ 0.3388491]],[[ 2.97993173]],[[-1.53467149]],[[-0.12989923]],[[ 0.33102023]],[[ 0.33987354]],[[ 0.0688125]],[[ 5.1048809]],[[ 2.18743567]],[[-0.40297841]],[[-2.46354363]],[[ 2.85025288]],[[-3.51984965]],[[ 65.68472338]],[[ 0.10145825]],[[ 0.08598988]],[[ 0.0611509]],3.05890369415,-1.31298577785,-168.107070923
-0.11,-0.0789,0.3373,-0.14835298642,0.0807691596669,[[-0.10868128]],[[-0.07034264]],[[ 0.33918143]],[[ 3.11182616]],[[-1.2178299]],[[-0.13504016]],[[ 0.32958221]],[[ 0.33054206]],[[ 0.06676087]],[[ 5.18483556]],[[ 2.47915223]],[[-0.40736046]],[[-2.54446005]],[[ 2.89164971]],[[-3.66493539]],[[ 65.68916587]],[[ 0.0982216]],[[ 0.08433401]],[[ 0.06081857]],3.1609954834,-1.03843438625,-168.11076355
-0.0679,-0.0302,0.3339,-0.0211184839491,-0.0485714748928,[[-0.09942396]],[[-0.06117882]],[[ 0.33890294]],[[ 3.2594427]],[[-0.8646716]],[[-0.13002404]],[[ 0.36395793]],[[ 0.36432332]],[[ 0.06130535]],[[ 5.27954833]],[[ 2.80390025]],[[-0.37151309]],[[-2.73369047]],[[ 3.16116225]],[[-3.53915793]],[[ 65.72075648]],[[ 0.09065238]],[[ 0.07355351]],[[ 0.06109706]],3.31768774986,-0.664962887764,-168.106338501
-0.0679,-0.0302,0.3339,-0.0211184839491,-0.0485714748928,[[-0.0913498]],[[-0.05318828]],[[ 0.33862285]],[[ 3.37026959]],[[-0.54638294]],[[-0.12506348]],[[ 0.38952907]],[[ 0.3893912]],[[ 0.05615526]],[[ 5.33694021]],[[ 3.09095122]],[[-0.33729853]],[[-2.89995631]],[[ 3.39580921]],[[-3.41415562]],[[ 65.75080203]],[[ 0.08400175]],[[ 0.06416763]],[[ 0.06137715]],3.40556359291,-0.369856595993,-168.123214722
-0.0679,-0.0302,0.3339,-0.0211184839491,-0.0485714748928,[[-0.08434466]],[[-0.0462577]],[[ 0.338344]],[[ 3.41239939]],[[-0.42492628]],[[-0.12016927]],[[ 0.40746136]],[[ 0.40690152]],[[ 0.05130924]],[[ 5.32582447]],[[ 3.18050049]],[[-0.30469496]],[[-3.04522473]],[[ 3.59911589]],[[-3.29024849]],[[ 65.77927128]],[[ 0.07819101]],[[ 0.05603536]],[[ 0.061656]],3.40556359291,-0.369856595993,-168.123214722
-0.0679,-0.0302,0.3339,-0.0211184839491,-0.0485714748928,[[-0.07830278]],[[-0.04028207]],[[ 0.33806874]],[[ 3.65628219]],[[ 0.289968]],[[-0.11535116]],[[ 0.41880521]],[[ 0.41789565]],[[ 0.04676338]],[[ 5.51434826]],[[ 3.85606179]],[[-0.27367731]],[[-3.17134685]],[[ 3.77433331]],[[-3.16772863]],[[ 65.80615311]],[[ 0.07314613]],[[ 0.04902667]],[[ 0.06193126]],3.77221775055,0.705414652824,-168.114944458
-0.0614,-0.0175,0.3326,0.000698131700798,-0.0254901369735,[[-0.07209264]],[[-0.03314457]],[[ 0.33759229]],[[ 3.78693452]],[[ 0.74795642]],[[-0.10893729]],[[ 0.43046514]],[[ 0.43495547]],[[ 0.04131948]],[[ 5.58902496]],[[ 4.2708673]],[[-0.2375897]],[[-3.29845628]],[[ 3.98034635]],[[-3.00202873]],[[ 65.84075794]],[[ 0.06806175]],[[ 0.04078615]],[[ 0.06240771]],3.83285808563,1.00304734707,-168.133499146
-0.0614,-0.0175,0.3326,0.000698131700798,-0.0254901369735,[[-0.06677208]],[[-0.02699871]],[[ 0.33714582]],[[ 3.90157647]],[[ 1.13949598]],[[-0.10268444]],[[ 0.43632319]],[[ 0.44531347]],[[ 0.03636243]],[[ 5.64712919]],[[ 4.6158539]],[[-0.20356027]],[[-3.40867792]],[[ 4.15747725]],[[-2.83991243]],[[ 65.87240387]],[[ 0.06365288]],[[ 0.03370091]],[[ 0.06285418]],3.93730854988,1.35165071487,-168.111450195
-0.0614,-0.0175,0.3326,0.000698131700798,-0.0254901369735,[[-0.0622484]],[[-0.02174316]],[[ 0.33672867]],[[ 3.97079803]],[[ 1.45815238]],[[-0.0965992]],[[ 0.43724835]],[[ 0.44994047]],[[ 0.03186026]],[[ 5.65973894]],[[ 4.88534871]],[[-0.17153387]],[[-3.50347272]],[[ 4.30886036]],[[-2.68159618]],[[ 65.90127692]],[[ 0.05986109]],[[ 0.02764559]],[[ 0.06327133]],3.97855257988,1.6238822937,-168.123703003
-0.0614,-0.0175,0.3326,0.000698131700798,-0.0254901369735,[[-0.05843637]],[[-0.0172845]],[[ 0.33634]],[[ 4.05352015]],[[ 1.90607908]],[[-0.09068713]],[[ 0.43401662]],[[ 0.44970548]],[[ 0.02778193]],[[ 5.68557576]],[[ 5.28002395]],[[-0.14145348]],[[-3.58422732]],[[ 4.43735893]],[[-2.52726822]],[[ 65.92755857]],[[ 0.05663091]],[[ 0.02250564]],[[ 0.06366]],4.06940889359,2.14879059792,-168.098678589
-0.0116,0.0148,0.3331,-0.297927703315,0.00819673873958,[[-0.04733783]],[[-0.00840008]],[[ 0.33605837]],[[ 4.13304021]],[[ 2.34654186]],[[-0.1079574]],[[ 0.47298741]],[[ 0.47500432]],[[ 0.02455594]],[[ 5.70799029]],[[ 5.66341426]],[[-0.20398414]],[[-3.84607123]],[[ 4.66370678]],[[-2.99075951]],[[ 65.94787522]],[[ 0.04615715]],[[ 0.01345173]],[[ 0.06394163]],4.14682435989,2.5823135376,-168.075820923
-0.0116,0.0148,0.3331,-0.297927703315,0.00819673873958,[[-0.03767661]],[[-0.00071584]],[[ 0.33579439]],[[ 4.1953034]],[[ 2.64558679]],[[-0.12447439]],[[ 0.50142299]],[[ 0.49192377]],[[ 0.0216178]],[[ 5.71311646]],[[ 5.90315356]],[[-0.26107806]],[[-4.0675941]],[[ 4.8653006]],[[-3.43538952]],[[ 65.96647599]],[[ 0.03729624]],[[ 0.00538798]],[[ 0.06420561]],4.19845581055,2.79301810265,-168.047698975
-0.0116,0.0148,0.3331,-0.297927703315,0.00819673873958,[[-0.02931273]],[[ 0.00588862]],[[ 0.33554769]],[[ 4.23861601]],[[ 2.84605912]],[[-0.14024596]],[[ 0.52073807]],[[ 0.5016413]],[[ 0.01894869]],[[ 5.69945019]],[[ 6.04303561]],[[-0.31298061]],[[-4.25379803]],[[ 5.04333197]],[[-3.86126043]],[[ 65.98346541]],[[ 0.02984808]],[[-0.00173328]],[[ 0.06445231]],4.23021173477,2.93208169937,-168.042221069
-0.0116,0.0148,0.3331,-0.297927703315,0.00819673873958,[[-0.02211656]],[[ 0.01152447]],[[ 0.33531777]],[[ 4.29202748]],[[ 3.03372467]],[[-0.15528161]],[[ 0.532206]],[[ 0.50521314]],[[ 0.01653029]],[[ 5.69590665]],[[ 6.16886862]],[[-0.35993403]],[[-4.40917967]],[[ 5.19913247]],[[-4.26852351]],[[ 65.99894598]],[[ 0.02363281]],[[-0.0079653]],[[ 0.06468223]],4.28984832764,3.11110758781,-168.010726929
-0.0116,0.0148,0.3331,-0.297927703315,0.00819673873958,[[-0.0159684]],[[ 0.01629406]],[[ 0.33510408]],[[ 4.33379453]],[[ 3.18441202]],[[-0.16959237]],[[ 0.53696957]],[[ 0.50358392]],[[ 0.01434492]],[[ 5.68088205]],[[ 6.25688647]],[[-0.40217691]],[[-4.53776425]],[[ 5.33412865]],[[-4.65737495]],[[ 66.01301753]],[[ 0.01848943]],[[-0.01336515]],[[ 0.06489592]],4.3245549202,3.23853993416,-168.007141113
0.0021,0.035,0.3313,0.0387463093943,-0.034615354143,[[-0.00857917]],[[ 0.02350392]],[[ 0.33461974]],[[ 4.3948183]],[[ 3.33577862]],[[-0.15725503]],[[ 0.54861481]],[[ 0.51611997]],[[ 0.01072487]],[[ 5.68505055]],[[ 6.34470562]],[[-0.33766107]],[[-4.69614496]],[[ 5.54675853]],[[-4.33619423]],[[ 66.03847397]],[[ 0.0121542]],[[-0.02187034]],[[ 0.06538026]],4.39738178253,3.38978433609,-167.987182617
0.0021,0.035,0.3313,0.0387463093943,-0.034615354143,[[-0.00226715]],[[ 0.02967259]],[[ 0.33418198]],[[ 4.51547683]],[[ 3.53849139]],[[-0.14527264]],[[ 0.55337702]],[[ 0.52192932]],[[ 0.00758218]],[[ 5.74815538]],[[ 6.48243655]],[[-0.27708936]],[[-4.83653162]],[[ 5.72579584]],[[-4.02320982]],[[ 66.06082085]],[[ 0.00653874]],[[-0.02903183]],[[ 0.06581802]],4.55428409576,3.62319111824,-167.95980835
0.0021,0.035,0.3313,0.0387463093943,-0.034615354143,[[ 0.00308109]],[[ 0.03490908]],[[ 0.3337874]],[[ 4.60043119]],[[ 3.68297892]],[[-0.13365425]],[[ 0.55230718]],[[ 0.52202847]],[[ 0.00486975]],[[ 5.77532542]],[[ 6.56122179]],[[-0.22034196]],[[-4.96004358]],[[ 5.87520792]],[[-3.71874117]],[[ 66.08035565]],[[ 0.00159826]],[[-0.03500832]],[[ 0.0662126]],4.61713981628,3.73142910004,-167.942626953
0.0021,0.035,0.3313,0.0387463093943,-0.034615354143,[[ 0.00756977]],[[ 0.03931361]],[[ 0.33343277]],[[ 4.69826853]],[[ 3.833561]],[[-0.12240712]],[[ 0.54634259]],[[ 0.51732463]],[[ 0.00254404]],[[ 5.81496777]],[[ 6.64525525]],[[-0.16729667]],[[-5.06782189]],[[ 5.99859338]],[[-3.42305726]],[[ 66.09735301]],[[-0.00271288]],[[-0.03994374]],[[ 0.06656723]],4.72264719009,3.88523864746,-167.924957275
0.0021,0.035,0.3313,0.0387463093943,-0.034615354143,[[ 0.01129444]],[[ 0.04297812]],[[ 0.33311498]],[[ 4.7847031]],[[ 3.95239347]],[[-0.11153682]],[[ 0.5363164]],[[ 0.50862478]],[[ 0.00056487]],[[ 5.84294095]],[[ 6.69705791]],[[-0.11782945]],[[-5.16101373]],[[ 6.09920494]],[[-3.13637967]],[[ 66.11206598]],[[-0.00644055]],[[-0.0439682]],[[ 0.06688502]],4.80190563202,3.98425030708,-167.900497437
0.043,0.0519,0.3305,-0.138753675534,-0.0150943472276,[[ 0.02084696]],[[ 0.04867437]],[[ 0.33270386]],[[ 4.87665012]],[[ 4.10616989]],[[-0.11472098]],[[ 0.56047347]],[[ 0.51214222]],[[-0.00183836]],[[ 5.87608917]],[[ 6.78290711]],[[-0.12574006]],[[-5.37845497]],[[ 6.26851898]],[[-3.22364399]],[[ 66.12733369]],[[-0.0151382]],[[-0.05074076]],[[ 0.06729614]],4.89703512192,4.1589641571,-167.882583618
0.043,0.0519,0.3305,-0.138753675534,-0.0150943472276,[[ 0.02908345]],[[ 0.05349429]],[[ 0.33233791]],[[ 5.01322658]],[[ 4.33820413]],[[-0.11773287]],[[ 0.57564895]],[[ 0.5104037]],[[-0.00384253]],[[ 5.95304718]],[[ 6.94530266]],[[-0.13265927]],[[-5.56496563]],[[ 6.41350376]],[[-3.30646857]],[[ 66.13975975]],[[-0.02259863]],[[-0.05654015]],[[ 0.06766209]],5.06055307388,4.43807172775,-167.825759888
0.043,0.0519,0.3305,-0.138753675534,-0.0150943472276,[[ 0.03613768]],[[ 0.05753306]],[[ 0.3320133]],[[ 5.12053376]],[[ 4.47908008]],[[-0.1205766]],[[ 0.58313206]],[[ 0.50426106]],[[-0.00549273]],[[ 6.00029736]],[[ 7.01593846]],[[-0.13864244]],[[-5.7238738]],[[ 6.53655367]],[[-3.38494382]],[[ 66.1504464]],[[-0.02895495]],[[-0.06146215]],[[ 0.0679867]],5.14959096909,4.5225186348,-167.788742065
0.043,0.0519,0.3305,-0.138753675534,-0.0150943472276,[[ 0.04213296]],[[ 0.06087787]],[[ 0.33172644]],[[ 5.19972541]],[[ 4.65531514]],[[-0.12325648]],[[ 0.58407754]],[[ 0.49447102]],[[-0.00683012]],[[ 6.01927458]],[[ 7.12084513]],[[-0.1437435]],[[-5.85821785]],[[ 6.63990105]],[[-3.45916637]],[[ 66.15955399]],[[-0.03432871]],[[-0.06559604]],[[ 0.06827356]],5.21139574051,4.71982908249,-167.7684021
0.0499,0.0609,0.3297,0.0806342114421,-0.0160000152588,[[ 0.04828008]],[[ 0.06503972]],[[ 0.33134673]],[[ 5.27808096]],[[ 4.7818912]],[[-0.10887654]],[[ 0.585844]],[[ 0.48995681]],[[-0.00862582]],[[ 6.03723721]],[[ 7.17560257]],[[-0.08136411]],[[-6.02317215]],[[ 6.74751984]],[[-3.07840119]],[[ 66.17175521]],[[-0.04092689]],[[-0.06990079]],[[ 0.06865327]],5.28912734985,4.81556510925,-167.723434448
0.0499,0.0609,0.3297,0.0806342114421,-0.0160000152588,[[ 0.05346445]],[[ 0.06850172]],[[ 0.3310123]],[[ 5.30778155]],[[ 4.82996708]],[[-0.09502862]],[[ 0.5819571]],[[ 0.48166741]],[[-0.01005684]],[[ 6.00690345]],[[ 7.15218339]],[[-0.0235429]],[[-6.16808485]],[[ 6.83164166]],[[-2.71059795]],[[ 66.18207577]],[[-0.04672339]],[[-0.07326567]],[[ 0.0689877]],5.28912734985,4.81556510925,-167.723434448
0.0499,0.0609,0.3297,0.0806342114421,-0.0160000152588,[[ 0.05779163]],[[ 0.07134344]],[[ 0.33071903]],[[ 5.31889907]],[[ 4.84805996]],[[-0.08171379]],[[ 0.57335157]],[[ 0.47027922]],[[-0.01116805]],[[ 5.95849141]],[[ 7.09934325]],[[ 0.0298956]],[[-6.29438853]],[[ 6.89556271]],[[-2.35587554]],[[ 66.19070086]],[[-0.05177554]],[[-0.07582251]],[[ 0.06928097]],5.28912734985,4.81556510925,-167.723434448
0.0499,0.0609,0.3297,0.0806342114421,-0.0160000152588,[[ 0.06135828]],[[ 0.07363746]],[[ 0.33046305]],[[ 5.42538189]],[[ 5.15061094]],[[-0.06893145]],[[ 0.56085674]],[[ 0.4563895]],[[-0.01200012]],[[ 6.00487247]],[[ 7.32834892]],[[ 0.07912666]],[[-6.40351606]],[[ 6.94221863]],[[-2.01430395]],[[ 66.19780641]],[[-0.05614064]],[[-0.07768875]],[[ 0.06953695]],5.45390462875,5.29144144058,-167.628494263
0.0499,0.0609,0.3297,0.0806342114421,-0.0160000152588,[[ 0.06425262]],[[ 0.07544983]],[[ 0.33024078]],[[ 5.50384606]],[[ 5.33840035]],[[-0.05667941]],[[ 0.54520573]],[[ 0.44052344]],[[-0.01258982]],[[ 6.02308498]],[[ 7.44159294]],[[ 0.12432484]],[[-6.49688197]],[[ 6.97421308]],[[-1.68590781]],[[ 66.20355804]],[[-0.05987528]],[[-0.07896852]],[[ 0.06975922]],5.51504611969,5.4080414772,-167.584091187
0.0969,0.0896,0.3259,0.0806342114421,-0.0730768587463,[[ 0.07402968]],[[ 0.08140485]],[[ 0.32944457]],[[ 5.57954947]],[[ 5.51221143]],[[-0.04495403]],[[ 0.57014497]],[[ 0.44945995]],[[-0.01645504]],[[ 6.03838702]],[[ 7.5398927]],[[ 0.16566349]],[[-6.7574162]],[[ 7.11623557]],[[-1.37066983]],[[ 66.23010457]],[[-0.07029665]],[[-0.08464942]],[[ 0.07055543]],5.58895969391,5.57266235352,-167.550094604
0.0969,0.0896,0.3259,0.0806342114421,-0.0730768587463,[[ 0.08246158]],[[ 0.08648797]],[[ 0.32874248]],[[ 5.64375961]],[[ 5.65319887]],[[-0.03375037]],[[ 0.58588954]],[[ 0.45285351]],[[-0.01955466]],[[ 6.04217112]],[[ 7.60475839]],[[ 0.20331434]],[[-6.98740427]],[[ 7.23053233]],[[-1.06853408]],[[ 66.25275104]],[[-0.07949617]],[[-0.08922129]],[[ 0.07125752]],5.64608669281,5.69308900833,-167.511154175
0.0969,0.0896,0.3259,0.0806342114421,-0.0730768587463,[[ 0.08968492]],[[ 0.09079123]],[[ 0.32812598]],[[ 5.7651387]],[[ 5.86686145]],[[-0.02306228]],[[ 0.59375732]],[[ 0.45155452]],[[-0.021982]],[[ 6.10245672]],[[ 7.74085681]],[[ 0.23744709]],[[-7.18918502]],[[ 7.32088101]],[[-0.77940915]],[[ 66.27182414]],[[-0.0875674]],[[-0.09283524]],[[ 0.07187402]],5.80221223831,5.9505572319,-167.445724487
0.0969,0.0896,0.3259,0.0806342114421,-0.0730768587463,[[ 0.09582566]],[[ 0.0943992]],[[ 0.32758711]],[[ 5.86774082]],[[ 6.00944]],[[-0.0128825]],[[ 0.59492885]],[[ 0.44632117]],[[-0.02382173]],[[ 6.14357606]],[[ 7.80530859]],[[ 0.26822907]],[[-7.36504107]],[[ 7.39064514]],[[-0.50317111]],[[ 66.28765165]],[[-0.09460164]],[[-0.09562581]],[[ 0.07241289]],5.89302778244,6.04907560349,-167.400085449
